"CP","Năm","Kỳ","DebtEquity","CurrentRatio","QuickRatio","GrossMargin","NetMargin","CashFlow_to_Profit","CashFlow_to_Debt","SellingExpense_Ratio","debt_to_asset","EBIT_to_Interest","AssetTurnover","ROA","ROE"
"POT","2019","1","6.5374589581838","1.1627792347612","0.91062042397606","1.8737716823011","0.018809075212648","7.1713257517991","0.031025650471923","-0.010293776887922","0.86732929418949","-0.56235331615929","0.097461591211979","0.0018331623994505","0.013817386349544"
"POT","2019","2","5.6486517371901","1.2088676636381","0.86116786246329","1.8335780007696","0.0139433219554","12.394031562369","0.055393105823322","-0.032466392677925","0.84959356580427","-0.35660848057864","0.11482925421297","0.0016011012613899","0.010645164682957"
"POT","2019","3","5.5426817846388","1.2342392162182","0.85444588691188","1.8316885065952","0.0031248442886972","79.066041594276","0.071008198550731","-0.035024535946916","0.84715747564739","-0.019357245887963","0.099253454739321","0.00031015159117563","0.0020292231660615"
"POT","2019","4","6.1009130415798","1.1285706688072","0.88603720555628","1.8814653303755","0.018739275096491","-7.2949200449215","-0.074285963990441","-0.027813787505718","0.85917303955922","-1.4068907266046","0.22842172737634","0.0042804575873209","0.030395157105736"
"POT","2020","1","5.9644679681945","1.1521023985505","0.91674005373108","1.8084611116371","0.0038727071311402","-0.51065638364621","-0.00030594828624141","-0.042489395829225","0.85641401402565","-0.12517853514662","0.063265049138953","0.00024500700695236","0.0017063434519029"
"POT","2020","2","5.7768787073931","1.1242716233612","0.87378283595879","1.8667475512448","0.0085809551747631","39.416765745089","0.09533583022408","-0.038176553658575","0.8524394425255","-0.13577562553093","0.11019053468426","0.0009455400388088","0.006407810155991"
"POT","2020","3","6.15733949461","1.1136208063693","0.87120574782741","1.8698968633912","0.010677245682119","7.0702266740709","0.018225568257475","-0.032204304607949","0.86028327973641","-0.18072016167966","0.10296342231455","0.0010993657563243","0.0078685339467618"
"POT","2020","4","5.463280383528","1.019472509716","0.82617189670896","1.8739015858592","0.026739274478577","-5.3100135423587","-0.069211061376981","-0.031401704294458","0.84527980519791","-1.8149929717252","0.21877399917008","0.0058498580125848","0.037809272539164"
"POT","2021","1","5.6334882585071","0.98200356465818","0.74145937107302","1.833573624533","0.00069848478109398","491.37569649998","0.05734072598815","-0.037070852375978","0.84924975201131","-0.12271948801633","0.07579496860014","5.2941632050694E-5","0.00035118769459448"
"POT","2021","2","5.0696675600046","0.95730741077929","0.60495661152894","1.8446199442024","0.012473276761008","-25.75526220098","-0.081958132828143","-0.029743823539863","0.83524633101994","-0.39910428689439","0.10563900946772","0.0013176646018496","0.007997786088813"
"POT","2021","3","5.0578344592731","0.98641103540352","0.66399951419851","1.895453005038","0.0013164676414453","-139.31656427859","-0.068889139560963","-0.022322311856155","0.83492450863043","-0.068484316742322","0.15190015938737","0.00019997164456385","0.0012113951193164"
"POT","2021","4","6.4005172500478","1.1169640596952","0.86444375969923","1.8719453541727","0.022633655598278","0.96850905240194","0.0095956251593631","-0.040328223920231","0.86487430996887","-1.335801620987","0.18560391220558","0.0042008950265541","0.031088796109654"
"POT","2022","1","6.3710712549792","1.0515168262951","0.77749721034559","1.8868140128377","0.0024427836977837","149.65148851702","0.08355936322059","-0.0079414122689767","0.86433450913604","-0.0050969605696615","0.097824954714071","0.00023896520461196","0.0017614295506554"
"POT","2022","2","5.8348065973696","1.078153852003","0.7345755462258","1.859394778405","0.013844950068547","-18.648119139807","-0.081934701146753","-0.024273765439605","0.85369008094759","-0.35730966427802","0.12873573801697","0.0017823398648824","0.012181948267253"
"POT","2022","3","5.9359630871412","1.0704837869931","0.67585515305779","1.8834465843715","0.0034311293576093","-112.69856491648","-0.13429303498027","-0.015056113646715","0.85582391552026","-0.085737896935621","0.14017569317713","0.00048096093608328","0.0033359272990305"
"POT","2022","4","6.100285198919","1.0989277976955","0.76714048869551","1.9060653980154","0.014645443241953","-2.1639212429115","-0.02077174222218","-0.014883280879906","0.85916058693639","-1.0083870161922","0.27815478114192","0.0040737000596919","0.028924432238666"
"POT","2023","1","6.3008727605927","1.0595097281294","0.67363548068607","1.8893219840112","0.0023538708893985","19.219698857797","0.010253087902785","-0.014532687651007","0.86303007424022","-0.095116036322051","0.10116349630693","0.00023812580902665","0.0017385262327168"
"POT","2023","2","5.9784858482991","1.0536510242462","0.66378841243295","1.8773472554151","0.0016802468217616","14.804887774374","0.0062165715219612","-0.00077505181433266","0.85670243921986","-0.098783727025891","0.10749561729226","0.00018061916930863","0.0012604483169518"
"POT","2023","3","6.1513171275437","1.0568088527447","0.58231862793425","1.8759486522127","0.00023887115595728","-703.82988123618","-0.020469239634526","-0.020863449172076","0.86016561954043","0.87201472333976","0.05167666812814","1.2344065451789E-5","8.8276326688902E-5"
"POT","2023","4","6.7467727688004","1.0651216179403","0.75470652262696","1.9258981486385","0.0027343946051602","-40.025289326538","-0.055046597769091","-0.0034576249746744","0.87091398833493","-0.9300770547255","0.23376235129172","0.00063919851226163","0.0049517256286461"
"POT","2024","1","5.6500466791968","1.1078980085557","0.62167236458291","1.8408922019805","0.00076785412471631","248.1436592069","0.023454277478902","-0.023087276353158","0.84962511569606","-0.075928103987577","0.046235434018436","3.5502068719105E-5","0.0002360904141901"
"POT","2024","2","5.8128127039006","1.0810899706284","0.63969860292218","1.9223009675139","0.00058808446487889","198.39694955279","0.055480587732002","-0.0075121314615637","0.85321774669844","0.45698532050092","0.19048206894601","0.00011201954558514","0.0007631681832476"
"POT","2024","3","6.2568815733851","1.0891256966919","0.62947074667193","1.9387401363324","0.0014436351864106","-257.85286021813","-0.16768280198215","-0.010091830566207","0.86219976309555","-0.077528960785194","0.19396501951296","0.00028001472710171","0.0020320337133809"
"POT","2024","4","7.2788079931759","1.1129072827133","0.80376134131062","1.952812812199","0.0035344441083947","34.950011724458","0.068684763527246","0.0064915081949683","0.87920966390037","-1.408567553947","0.26968895770377","0.00095320054765519","0.0078913643130274"
"FPT","2007","1","0.87571119035717","2.1632229376095","1.5480802593219","1.9288557490707","0.027376059751464","0.44515233293694","0.050649555243964","-0.019473608327882","0.44654750331455","-11.887659652058","1.7115716921973","0.046856088914508","0.091888099461395"
"FPT","2007","2","0.906278704545","2.0696338998724","1.5017822796881","1.9075463638754","0.034745001082773","0.2025962174554","0.025842330753944","-0.022161726184098","0.4502508713343","-15.984535915768","1.5691299003083","0.054519420085223","0.1097383537781"
"FPT","2013","1","0.9992586082784","1.5762018512241","1.0976996952001","1.8614364763409","0.041612018991229","0.10614443335527","0.0060514174682699","-0.02955601546469","0.46404371997184","-8.7505293359723","0.6124923685843","0.025487044073512","0.054883079102058"
"FPT","2013","2","1.0627016724969","1.572402642015","1.1528915835759","1.8537784511564","0.047639128202395","0.56446834205804","0.035016527597065","-0.031784656141887","0.47850935266115","-8.1170119242208","0.60145091786784","0.028652597383754","0.063633370992143"
"FPT","2013","3","1.1095016426871","1.5273427141869","1.1426612222108","1.8878326837139","0.02754777968125","1.6373486247725","0.073358693219727","-0.02867193918125","0.48762429880459","-8.4023044520392","0.76392847939145","0.021044533442508","0.04788306177786"
